Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bulgaria,Included / International,Price / International,Compare At Price / International,Status
14k-gold-chain-connector,Vitamin B12 Test Kit,"<meta charset=""utf-8"">
<p><meta charset=""utf-8""><span>Vitamin B12 is essential for your health and wellbeing and performs several important</span><br><span>functions in the body, including keeping the nervous system healthy.</span></p>
<h4>Analyses<br>
</h4>
<h4><img height=""37"" width=""40"" src=""https://cdn.shopify.com/s/files/1/0571/4912/8748/files/Vitamins2_480x480.png?v=1676632443"" alt=""""></h4>
<h4></h4>
<h4></h4>",Nicole Rose,Health & Beauty > Health Care > Medical Tests > Allergy Test Kits,Shop,"",true,At-home medical test,Book a nurse appointment for an at-home test.,Get tested by yourself,get your own sample and send it to us.,,,'16064,0.0,shopify,14,continue,manual,295.00,0.00,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image5_6a90e6e3-d0b5-4eab-a430-754267395057.png?v=1691755870,1,,false,,,,,,,,,,,,,,,lb,,140.00,true,true,,,active
14k-gold-chain-connector,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image5_27f12482-32ef-44aa-9fda-ff10cda67f8f.png?v=1691755870,2,,,,,,,,,,,,,,,,,,,,,,,,
14k-gold-chain-connector,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image5_76e5ba9d-0e58-4817-84fe-30825ae0c03f.png?v=1691755870,3,,,,,,,,,,,,,,,,,,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,14K White Gold Round and Baguette Diamond Pendant,"<p>14K white gold round and baguette diamond circle pendant.</p>
<p>*Diamond weight:0.45. Color:G-H Clarity:VS.</p>
<p>*Available in rose. white and yellow gold.</p>
<p>*Please contact us for all inquiries.</p>",Diamond,,Shop,"By Category, By Collection, Diamonds, Necklaces, Nicole Rose Gifts Under $1500, Pendants",false,14k Gold Color,14k White Gold,Necklace Length,15 inch,,,SKU14115-07138FBB,0.0,,-1,deny,manual,850.00,,true,false,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,1,14K White Gold Round and Baguette Diamond Pendant,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,true,true,,,active
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k White Gold,,16 inch,,,SKU14115-51B213F6,0.0,,-1,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k White Gold,,17 inch,,,SKU14115-ADC0384B,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k White Gold,,18 inch,,,SKU14115-8D403576,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k White Gold,,19 inch,,,SKU14115-0B97EE84,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k White Gold,,20 inch,,,SKU14115-A1E7B967,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Yellow Gold,,15 inch,,,SKU14115-921E6766,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Yellow Gold,,16 inch,,,SKU14115-99435C40,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Yellow Gold,,17 inch,,,SKU14115-35BCACC2,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Yellow Gold,,18 inch,,,SKU14115-D3DA4494,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Yellow Gold,,19 inch,,,SKU14115-C3C44D65,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Yellow Gold,,20 inch,,,SKU14115-7B7C037E,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Rose Gold,,15 inch,,,SKU14115-5B4EC87A,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Rose Gold,,16 inch,,,SKU14115-39E0F151,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Rose Gold,,17 inch,,,SKU14115-C20223D3,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Rose Gold,,18 inch,,,SKU14115-EAEA6907,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Rose Gold,,19 inch,,,SKU14115-CBBA448B,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
14k-white-gold-round-and-baguette-diamond-pendant,,,,,,,,,14k Rose Gold,,20 inch,,,SKU14115-6162B493,0.0,,0,deny,manual,850.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/14115__95582.1525141574.1280.1280.jpg?v=1691755873,oz,,,,,,,
5-clover-diamond-necklace,5 Clover Diamond Necklace,"<p>*14k Diamond clover necklace.</p>
<p>*Diamond weight: 0.66tw. Color: G-H Clarity: VS2-SI1.</p>
<p> </p>",Diamonds,,Shop,"Dainty, Diamonds, necklace, Necklaces, Nicole Rose Gifts Under $1500",true,Color Gold,14k Yellow,Chain Length,15-16”,,,18666-1,0.0,shopify,0,continue,manual,995.00,,true,false,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_52c122f2-5c59-482b-88ae-ab4aab15ec32.jpg?v=1691755878,1,,false,,,,,,,,,,,,,,,lb,,,true,true,,,active
5-clover-diamond-necklace,,,,,,,,,14k Yellow,,16-17”,,,"",0.0,shopify,-1,continue,manual,995.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_b76bede7-1107-44af-a2da-465ed44efd6b.jpg?v=1691755878,2,,,,,,,,,,,,,,,,,lb,,,,,,,
5-clover-diamond-necklace,,,,,,,,,14k Yellow,,17-18”,,,"",0.0,shopify,0,continue,manual,995.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_8e5b40bc-d925-4c2c-b788-3d53013e6c0a.jpg?v=1691755878,3,,,,,,,,,,,,,,,,,lb,,,,,,,
5-clover-diamond-necklace,,,,,,,,,14k Yellow,,18-19”,,,"",0.0,shopify,-3,continue,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
5-clover-diamond-necklace,,,,,,,,,14k Rose,,15-16”,,,"",0.0,shopify,0,continue,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
5-clover-diamond-necklace,,,,,,,,,14k Rose,,16-17”,,,"",0.0,shopify,0,continue,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
5-clover-diamond-necklace,,,,,,,,,14k Rose,,17-18”,,,"",0.0,shopify,2,continue,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,430.00,,,,,
5-clover-diamond-necklace,,,,,,,,,14k Rose,,18-19”,,,"",0.0,shopify,0,continue,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
5-clover-diamond-necklace,,,,,,,,,14k White,,15-16”,,,"",0.0,shopify,0,continue,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
5-clover-diamond-necklace,,,,,,,,,14k White,,16-17”,,,"",0.0,shopify,-1,continue,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
5-clover-diamond-necklace,,,,,,,,,14k White,,17-18”,,,"",0.0,shopify,3,continue,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,430.00,,,,,
5-clover-diamond-necklace,,,,,,,,,14k White,,18-19”,,,"",0.0,shopify,0,continue,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
adjustable-diamond-tennis-necklace,Adjustable Diamond Tennis Necklace,"<p>*18K diamond tennis necklace with adjustable extender.</p>
<p>*Diamond weight: 2.51tw. Color: G-H Clarity: VS2-SI1.</p>
<p> </p>",Nicole Rose Fine Jewelry,,"",Diamonds,false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,false,,,,,,,,,,,,,,,lb,,,true,true,,,active
all-gold-heart-necklace,All Gold Heart Necklace,"<p>*18k all gold heart necklace.</p>
<p><br></p>",Diamonds,,Shop,"badge_Best Seller, necklace, Necklaces",true,Color,18K Rose,Length,"15""",,,'19769,0.0,,0,deny,manual,2990.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_5751108e-2e97-4ce4-9545-877f1190bed9.jpg?v=1691755884,1,,false,,,,,,,,,,,,,,,lb,,,true,true,,,active
all-gold-heart-necklace,,,,,,,,,18K Rose,,"16""",,,'19770,0.0,,0,deny,manual,2990.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_47386e87-73d9-4329-ab3c-84e62f507f34.jpg?v=1691755884,2,,,,,,,,,,,,,,,,,lb,,,,,,,
all-gold-heart-necklace,,,,,,,,,18K Rose,,"17""",,,'19771,0.0,,0,deny,manual,2990.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
all-gold-heart-necklace,,,,,,,,,18K White,,"15""",,,'19772,0.0,,0,deny,manual,2990.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
all-gold-heart-necklace,,,,,,,,,18K White,,"16""",,,'19773,0.0,,0,deny,manual,2990.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
all-gold-heart-necklace,,,,,,,,,18K White,,"17""",,,'19774,0.0,,0,deny,manual,2990.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
all-gold-heart-necklace,,,,,,,,,18K Yellow,,"15""",,,'19775,0.0,,0,deny,manual,2990.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
all-gold-heart-necklace,,,,,,,,,18K Yellow,,"16""",,,'19776,0.0,,-1,deny,manual,2990.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
all-gold-heart-necklace,,,,,,,,,18K Yellow,,"17""",,,'19777,0.0,,-1,deny,manual,2990.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
aquamarine-and-diamond-halo-pendant,Aquamarine and Diamond Halo Pendant,"<p>*18k aquamarine and diamond halo pendant.</p>
<p>*Aquamarine weight: 3.92tw. Diamond weight: .15tw.</p>
<p>*All necklaces are available in rose, yellow and white gold.</p>
<p>*Please contact us for price requests and additional inquiries.</p>",Aquamarine,,Shop,"Aquamarine, Available Stock, By Category, By Collection, Color, Color Burst, Diamonds, Halo, Necklaces, Pendants",true,14k Gold Color,14k White Gold,Necklace Length,16 inch,,,8435-01,0.0,shopify,0,continue,manual,1950.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,1,Aquamarine and Diamond Halo Pendant,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,true,true,,,active
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Yellow Gold,,16 inch,,,8435-02,0.0,,0,deny,manual,1950.00,,true,false,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_3ca9adda-f383-4541-8ff0-d57be9c5d4c9.jpg?v=1691755890,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Rose Gold,,16 inch,,,8435-03,0.0,,0,deny,manual,1950.00,,true,false,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_fab85766-4be4-4135-8b05-83268b0b5d76.jpg?v=1691755890,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k White Gold,,18 inch,,,8435-04,0.0,,0,deny,manual,1950.00,,true,false,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_b802d5b3-d8aa-402b-a092-c43c34ecb145.jpg?v=1691755890,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Yellow Gold,,18 inch,,,8435-05,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Rose Gold,,18 inch,,,8435-06,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k White Gold,,20 inch,,,8435-07,0.0,,-1,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Yellow Gold,,20 inch,,,8435-08,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Rose Gold,,20 inch,,,8435-09,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k White Gold,,15 inch,,,8435-10,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Yellow Gold,,15 inch,,,8435-11,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Rose Gold,,15 inch,,,8435-12,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k White Gold,,17 inch,,,8435-13,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Yellow Gold,,17 inch,,,8435-14,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Rose Gold,,17 inch,,,8435-15,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k White Gold,,19 inch,,,8435-16,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Yellow Gold,,19 inch,,,8435-17,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-halo-pendant,,,,,,,,,14k Rose Gold,,19 inch,,,8435-18,0.0,,0,deny,manual,1950.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/8435__72883.1513628662.1280.1280.jpg?v=1691755890,oz,,,,,,,
aquamarine-and-diamond-pendant,Aquamarine and Diamond Pendant,"<p>*18k emerald cut aquamarine and diamond halo pendant.</p>
<p>*Diamond weight: 0.40tw. Color: G-H Clarity: VS2-SI1.</p>
<p>*Aquamarine weight: 2.51tw.</p>",Aquamarine,,Shop,"Aquamarine, necklace, Necklaces, Pendants",true,Color,18K White,Length,"15-16""",,,19784.-1,0.0,,0,deny,manual,2795.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_ddfce7d1-8e51-4734-b4da-ff0cd80057d1.jpg?v=1691755893,1,,false,,,,,,,,,,,,,,,lb,,,true,true,,,active
aquamarine-and-diamond-pendant,,,,,,,,,18K White,,"16-17""",,,19784.-2,0.0,,0,deny,manual,2795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
aquamarine-and-diamond-pendant,,,,,,,,,18K White,,"17-18""",,,19784.-3,0.0,,0,deny,manual,2795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
aquamarine-and-diamond-pendant,,,,,,,,,18K Yellow,,"15-16""",,,19784.-4,0.0,,0,deny,manual,2795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
aquamarine-and-diamond-pendant,,,,,,,,,18K Yellow,,"16-17""",,,19784.-5,0.0,,0,deny,manual,2795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
aquamarine-and-diamond-pendant,,,,,,,,,18K Yellow,,"17-18""",,,19784.-6,0.0,,0,deny,manual,2795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
aquamarine-and-diamond-pendant,,,,,,,,,18K Rose,,"15-16""",,,19784.-7,0.0,,0,deny,manual,2795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
aquamarine-and-diamond-pendant,,,,,,,,,18K Rose,,"16-17""",,,19784.-8,0.0,,0,deny,manual,2795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
aquamarine-and-diamond-pendant,,,,,,,,,18K Rose,,"17-18""",,,19784.-9,0.0,,0,deny,manual,2795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
