Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bulgaria,Included / International,Price / International,Compare At Price / International,Status
asscher-cut-diamond-necklace,Asscher Cut Diamond Necklace,"<p>18kt white gold asscher cut diamond necklace.</p>
<p>*Asscher Cut Diamond weight:25.42tw. Color: I-J Clarity:VS.</p>
<p>*225 asscher cut diamond stones. Length:34 inches.</p>
<p>*Available in 18k rose, yellow and white gold.</p>
<p>*Please contact us for all price requests and inquiries.</p>",Diamond,,Shop,"By Category, By Collection, Classics, Diamonds, Elegant Affair, Necklaces, Something New, Wedding Jewels",true,Title,Default Title,,,,,'13762,0.0,,0,deny,manual,0.00,,true,false,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/13762__72280.1520044716.1280.1280.jpg?v=1691755895,1,Asscher Cut Diamond Necklace,false,,,,,,,,,,,,,,,oz,,,true,true,,,active
asscher-cut-diamond-pendant,Asscher Cut Diamond Pendant,"<p>Diamond Asscher Pendant.</p>
<p>*Pictured is .30ct.</p>
<p>*Available in 18k yellow, rose and white.</p>
<p>*Diamond comes in all sizes, please contact us for all price requests.</p>",Diamond,,Shop,"By Category, By Collection, Classics, Diamonds, Necklaces, Pendants, Something New, Wedding Jewels",true,Necklace Length,16 inch,18k Gold Color,18k White Gold,,,ASSCHP001-01,0.0,,0,deny,manual,0.00,,true,false,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,1,Asscher Cut Diamond Pendant,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,true,true,,,active
asscher-cut-diamond-pendant,,,,,,,,,18 inch,,18k White Gold,,,ASSCHP001-02,0.0,,0,deny,manual,0.00,,true,false,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30_-2__44034.1519352462.1280.1280.jpg?v=1691755898,2,Asscher Cut Diamond Pendant,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,20 inch,,18k White Gold,,,ASSCHP001-03,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,15 inch,,18k White Gold,,,ASSCHP001-04,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,17 inch,,18k White Gold,,,ASSCHP001-05,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,19 inch,,18k White Gold,,,ASSCHP001-06,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,16 inch,,18k Yellow Gold,,,ASSCHP001-07,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,18 inch,,18k Yellow Gold,,,ASSCHP001-08,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,20 inch,,18k Yellow Gold,,,ASSCHP001-09,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,15 inch,,18k Yellow Gold,,,ASSCHP001-10,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,17 inch,,18k Yellow Gold,,,ASSCHP001-11,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,19 inch,,18k Yellow Gold,,,ASSCHP001-12,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,16 inch,,18k Rose Gold,,,ASSCHP001-13,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,18 inch,,18k Rose Gold,,,ASSCHP001-14,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,20 inch,,18k Rose Gold,,,ASSCHP001-15,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,15 inch,,18k Rose Gold,,,ASSCHP001-16,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,17 inch,,18k Rose Gold,,,ASSCHP001-17,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
asscher-cut-diamond-pendant,,,,,,,,,19 inch,,18k Rose Gold,,,ASSCHP001-18,0.0,,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/Asscher_Pendant_.30__95640.1519352392.1280.1280.jpg?v=1691755898,oz,,,,,,,
baby-bubble-charm-necklace,Baby Bubble Charm Necklace,"<p>*14k baby bubble charm necklace on a petite paper clip chain.</p>
<p>*.25"" in height.</p>
<p>*Chain only comes in 18"" but lobster catch can be ""clipped on"" to make it shorter.</p>
<p>*If you want it shortened please put in the comments box at check out you would like ie: 16"".</p>
<p> </p>
<p> </p>",Nicole Rose Fine Jewelry,,Shop,"engrave_initial_required, Necklaces, Pendants, Personalized",true,Color Gold,14k Yellow,Letters,1,Chain,"18""",BabyBubbleCharm-96,0.0,,0,deny,manual,695.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_0a05e1bb-d66d-434d-8b3e-5712ae6ae574.jpg?v=1691755906,1,,false,,,,,,,,,,,,,,,lb,,,true,true,,,active
baby-bubble-charm-necklace,,,,,,,,,14k Yellow,,2,,"18""",BabyBubbleCharm-97,0.0,,-1,deny,manual,795.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_2779b922-f79c-46b9-831a-2ab7d1c39ba3.jpg?v=1691755906,2,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Yellow,,3,,"18""",BabyBubbleCharm-98,0.0,,-3,deny,manual,895.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_3ca7c3c8-5aac-4d23-bd36-41f53c3e62f4.jpg?v=1691755906,3,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Yellow,,4,,"18""",BabyBubbleCharm-99,0.0,,-2,deny,manual,995.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_b21234b8-7beb-4da4-b66a-ab4bf69aa1c9.jpg?v=1691755906,4,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Yellow,,5,,"18""",BabyBubbleCharm-100,0.0,,0,deny,manual,1095.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_4469a6c4-4797-44af-8f35-3b2ca2a57d01.jpg?v=1691755906,5,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Yellow,,6,,"18""",BabyBubbleCharm-101,0.0,,0,deny,manual,1195.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Yellow,,7,,"18""",BabyBubbleCharm-102,0.0,,0,deny,manual,1295.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Rose,,1,,"18""",BabyBubbleCharm-103,0.0,,0,deny,manual,695.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Rose,,2,,"18""",BabyBubbleCharm-104,0.0,,0,deny,manual,795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Rose,,3,,"18""",BabyBubbleCharm-105,0.0,,-1,deny,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Rose,,4,,"18""",BabyBubbleCharm-106,0.0,,0,deny,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Rose,,5,,"18""",BabyBubbleCharm-107,0.0,,0,deny,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Rose,,6,,"18""",BabyBubbleCharm-108,0.0,,0,deny,manual,1195.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k Rose,,7,,"18""",BabyBubbleCharm-109,0.0,,0,deny,manual,1295.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k White,,1,,"18""",BabyBubbleCharm-110,0.0,,0,deny,manual,695.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k White,,2,,"18""",BabyBubbleCharm-111,0.0,,-1,deny,manual,795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k White,,3,,"18""",BabyBubbleCharm-112,0.0,,-1,deny,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k White,,4,,"18""",BabyBubbleCharm-113,0.0,,0,deny,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k White,,5,,"18""",BabyBubbleCharm-114,0.0,,0,deny,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k White,,6,,"18""",BabyBubbleCharm-115,0.0,,0,deny,manual,1195.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-charm-necklace,,,,,,,,,14k White,,7,,"18""",BabyBubbleCharm-116,0.0,,0,deny,manual,1295.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,Baby Bubble Name Necklace,"<p>*14k baby bubble letters.</p>
<p>*.25"" in height.</p>
<p>*Customize from 1-9 letters.</p>",Nicole Rose Fine Jewelry,,Shop,"Dainty, delivery-window_2-4, engrave_initial_required, extra-delivery, Initials & Names, Necklaces, Pendants, Personalized",true,Color Gold,14K Yellow,Letters,1,Chain Length,"15-16""",'18368,0.0,,-5,deny,manual,395.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_08039c39-2c1c-4257-80ff-47779e6babef.jpg?v=1691755921,1,,false,,,,,,,,,,,,,,,lb,,,true,true,,,active
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,1,,"16-17""",'18369,0.0,,-3,deny,manual,395.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_2e3a14d4-f998-4928-8654-8d427c82b327.jpg?v=1691755921,2,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,1,,"17-18""",'18370,0.0,,-1,deny,manual,395.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_a9515fc1-de02-4af6-9df7-2f473c97d5f7.jpg?v=1691755921,3,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,2,,"15-16""",'18371,0.0,,-2,deny,manual,495.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_6b7643c5-7d6d-4628-a88f-289c86cd6536.jpg?v=1691755922,4,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,2,,"16-17""",'18372,0.0,,0,deny,manual,495.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_258373c6-fc1a-4a17-a814-9cc78c162be3.jpg?v=1691755922,5,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,2,,"17-18""",'18373,0.0,,-3,deny,manual,495.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_649e03a0-6369-4135-aee0-bfd923082f49.jpg?v=1691755922,6,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,3,,"15-16""",'18374,0.0,,-3,deny,manual,595.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image_d1b7edb7-8bc4-48dc-9a74-60c438c637a3.jpg?v=1691755922,7,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,3,,"16-17""",'18375,0.0,,-3,deny,manual,595.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,3,,"17-18""",'18376,0.0,,-2,deny,manual,595.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,4,,"15-16""",'18377,0.0,,-12,deny,manual,695.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,4,,"16-17""",'18378,0.0,,-10,deny,manual,695.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,4,,"17-18""",'18379,0.0,,-4,deny,manual,695.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,5,,"15-16""",'18380,0.0,,-10,deny,manual,795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,5,,"16-17""",'18381,0.0,,-7,deny,manual,795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,5,,"17-18""",'18382,0.0,,-8,deny,manual,795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,6,,"15-16""",'18383,0.0,,-5,deny,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,6,,"16-17""",'18384,0.0,,-5,deny,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,6,,"17-18""",'18385,0.0,,-3,deny,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,7,,"15-16""",'18386,0.0,,-2,deny,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,7,,"16-17""",'18387,0.0,,-1,deny,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,7,,"17-18""",'18388,0.0,,-3,deny,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,8,,"15-16""",'18389,0.0,,0,deny,manual,1100.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,8,,"16-17""",'18390,0.0,,-2,deny,manual,1100.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,8,,"17-18""",'18391,0.0,,-1,deny,manual,1100.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,9,,"15-16""",'18392,0.0,,-1,deny,manual,1195.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,9,,"16-17""",'18393,0.0,,-1,deny,manual,1195.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Yellow,,9,,"17-18""",'18394,0.0,,0,deny,manual,1195.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,1,,"15-16""",'18395,0.0,,0,deny,manual,395.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,1,,"16-17""",'18396,0.0,,0,deny,manual,395.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,1,,"17-18""",'18397,0.0,,0,deny,manual,395.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,2,,"15-16""",'18398,0.0,,0,deny,manual,495.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,2,,"16-17""",'18399,0.0,,0,deny,manual,495.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,2,,"17-18""",'18400,0.0,,-2,deny,manual,495.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,3,,"15-16""",'18401,0.0,,0,deny,manual,595.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,3,,"16-17""",'18402,0.0,,0,deny,manual,595.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,3,,"17-18""",'18403,0.0,,0,deny,manual,595.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,4,,"15-16""",'18404,0.0,,0,deny,manual,695.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,4,,"16-17""",'18405,0.0,,0,deny,manual,695.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,4,,"17-18""",'18406,0.0,,-1,deny,manual,695.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,5,,"15-16""",'18407,0.0,,0,deny,manual,795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,5,,"16-17""",'18408,0.0,,-1,deny,manual,795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,5,,"17-18""",'18409,0.0,,0,deny,manual,795.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,6,,"15-16""",'18410,0.0,,-1,deny,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,6,,"16-17""",'18411,0.0,,-1,deny,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,6,,"17-18""",'18412,0.0,,0,deny,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,7,,"15-16""",'18413,0.0,,0,deny,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,7,,"16-17""",'18414,0.0,,0,deny,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,7,,"17-18""",'18415,0.0,,0,deny,manual,995.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,8,,"15-16""",'18416,0.0,,0,deny,manual,1100.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,8,,"16-17""",'18417,0.0,,0,deny,manual,1100.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,8,,"17-18""",'18418,0.0,,0,deny,manual,1100.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,9,,"15-16""",'18419,0.0,,0,deny,manual,1195.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,9,,"16-17""",'18420,0.0,,0,deny,manual,1195.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K White,,9,,"17-18""",'18421,0.0,,0,deny,manual,1195.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Rose,,1,,"15-16""",'18422,0.0,,0,deny,manual,395.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Rose,,1,,"16-17""",'18423,0.0,,0,deny,manual,395.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Rose,,1,,"17-18""",'18424,0.0,,0,deny,manual,395.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Rose,,2,,"15-16""",'18425,0.0,,0,deny,manual,495.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Rose,,2,,"16-17""",'18426,0.0,,0,deny,manual,495.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
baby-bubble-name-necklace,,,,,,,,,14K Rose,,2,,"17-18""",'18427,0.0,,0,deny,manual,495.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
